label,message
ham,U GOIN OUT 2NITE?
ham,Cramps stopped. Going back to sleep
ham,Now project pa. After that only i can come.
ham,Can help u swoop by picking u up from wherever ur other birds r meeting if u want.
ham,I'm going 2 orchard now laready me reaching soon. U reaching?
ham,Hey what are you doing. Y no reply pa..
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,Me i'm not workin. Once i get job...
ham,K.:)you are the only girl waiting in reception ah?
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,"Good evening Sir, hope you are having a nice day. I wanted to bring it to your notice that I have been late in paying rent for the past few months and have had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thank you for everything."
ham,If you hear a loud scream in about &lt;#&gt; minutes its cause my Gyno will be shoving things up me that don't belong :/
ham,Oh really?? Did you make it on air? What's your talent?
ham,"Just dropped em off, omw back now"
ham,Well if I'm that desperate I'll just call armand again
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha."
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
spam,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham,Ok...
ham,I am on the way to ur home
ham,Hey u still at the gym?
ham,O. Well uv causes mutations. Sunscreen is like essential thesedays
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
ham,"Probably, want to pick up more?"
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,Tell them the drug dealer's getting impatient
ham,Okie
ham,"Gud gud..k, chikku tke care.. sleep well gud nyt"
ham,Have you finished work yet? :)
ham,Well. Im computerless. Time to make some oreo truffles
ham,Lol where do u come up with these ideas?
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,Hi da:)how is the todays class?
ham,Now only i reached home. . . I am very tired now. . I will come tomorro
ham,No da..today also i forgot..
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,Dear how you. Are you ok?
ham,Was playng 9 doors game and gt racing on phone lol
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
ham,Dnt worry...use ice pieces in a cloth pack.also take 2 tablets.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08
ham,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free
ham,Mmm thats better now i got a roast down me! id b better if i had a few drinks down me 2! Good indian?
ham,How come u got nothing to do?
ham,"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)"
ham,Dont worry. I guess he's busy.
ham,He is there. You call and meet him
ham,"It‘s £6 to get in, is that ok?"
ham,If you're thinking of lifting me one then no.
ham,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit"
ham,Do I? I thought I put it back in the box
ham,"It's that time of the week again, ryan"
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,K..k:)where are you?how did you performed?
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.
ham,Only saturday and sunday holiday so its very difficult:)
spam,"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921"
ham,Huh so late... Fr dinner?
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,There are many company. Tell me the language.
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.
ham,"K, I'll work something out"
ham,No prob. I will send to your email.
spam,"FreeMsg Hey U, i just got 1 of these video/pic fones, reply WILD to this txt & ill send U my pics, hurry up Im so bored at work xxx (18 150p/rcvd STOP2stop)"
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,None of that's happening til you get here though
ham,Dude ive been seeing a lotta corvettes lately
ham,Rofl betta invest in some  anti aging products
ham,I've not sent it. He can send me.
ham,Or ü go buy wif him then i meet ü later can?
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
spam,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins"
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
spam,WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only.
ham,Both :) i shoot big loads so get ready!
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,"I‘ve got some salt, you can rub it in my open wounds if you like!"
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!"
ham,Why tired what special there you had
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,Ok which your another number
ham,But you dint in touch with me.
ham,So what do you guys do.
ham,Thanx a lot...
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
ham,A guy who gets used but is too dumb to realize it.
ham,You unbelievable faglord
ham,Tell dear what happen to you. Why you talking to me like an alian
ham,"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose."
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P"
ham,Please don't text me anymore. I have nothing else to say.
ham,Loosu go to hospital. De dont let it careless.
ham,"Sir, I am waiting for your mail."
ham,Is ur paper in e morn or aft tmr?
ham,Huh so fast... Dat means u havent finished painting?
ham,So ü pay first lar... Then when is da stock comin...
ham,"I can't, I don't have her number!"
ham,Ok going to sleep. Hope i can meet her.
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,The guy did some bitching but I acted like i'd be interested in buying something else next week and he gave it to us for free
ham,I plane to give on this month end.
ham,"Hello, my love. What are you doing? Did you get to that interview today? Are you you happy? Are you being a good boy? Do you think of me?Are you missing me ?"
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.
ham,Hey hun-onbus goin 2 meet him. He wants 2go out 4a meal but I donyt feel like it cuz have 2 get last bus home!But hes sweet latelyxxx
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611
ham,Lol yes. But it will add some spice to your day.
ham,"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice..."
ham,Mine here like all fr china then so noisy.
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..
ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it."
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..
ham,I just saw ron burgundy captaining a party boat so yeah
ham,How come she can get it? Should b quite diff to guess rite...
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..
ham,Juz go google n search 4 qet...
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly"
ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
ham,Do you know when the result.
ham,Haf u eaten? Wat time u wan me 2 come?
ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
ham,Hey! There's veggie pizza... :/
ham,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala"
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...
ham,Please ask mummy to call father
ham,Hai priya are you right. What doctor said pa. Where are you.
ham,Are you plans with your family set in stone ?
ham,Yar else i'll thk of all sorts of funny things.
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,I've reached already.
ham,i can call in  &lt;#&gt;  min if thats ok
ham,Are you going to write ccna exam this week??
ham,S:-)if we have one good partnership going we will take lead:)
ham,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie
ham,Good Morning my Dear Shijutta........... Have a great &amp; successful day.
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,"K give me a sec, breaking a  &lt;#&gt;  at cstore"
ham,Ok...
ham,"Gosh that , what a pain. Spose I better come then."
spam,How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,Oh ho. Is this the first time u use these type of words
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
ham,say thanks2. 
ham,So i could kiss and feel you next to me...
ham,What pa tell me.. I went to bath:-)
spam,"Final Chance! Claim ur £150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Subs 16"
ham,He is a womdarfull actor
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,Sat right? Okay thanks... 
ham,Okay same with me. Well thanks for the clarification
ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
ham,Sos! Any amount i can get pls.
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
ham,How much is torch in 9ja.
ham,U wan 2 haf lunch i'm in da canteen now.
ham,"Yo, the game almost over? Want to go to walmart soon"
ham,Why de. You looking good only:-)..
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087123002209am-7pm. Cost 10p
ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,I had a good time too. Its nice to do something a bit different with my weekends for a change. See ya soon
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,Hey whats up? U sleeping all morning?
ham,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,"I think we're going to finn's now, come"
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,"I'm not coming over, do whatever you want"
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone
ham,How will I creep on you now? ;_;
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1
ham,I jokin oni lar.. Ü busy then i wun disturb ü.
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,"8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
ham,No my mum went 2 dentist.
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,"sry can't talk on phone, with parents"
ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
ham,Did you see that film:)
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,"""Aww you must be nearly dead!Well Jez isComing over toDo some workAnd that whillTake forever!"""
ham,Wat r u doing now?
ham,I hope you know I'm still mad at you.
ham,Have a good evening! Ttyl
ham,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
ham,That sucks. I'll go over so u can do my hair. You'll do it free right?
ham,Yeah we do totes. When u wanna?
ham,Its a part of checking IQ
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,Lol its ok I didn't remember til last nite
ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...
ham,What type of stuff do you sing?
ham,Anything...
ham,Come by our room at some point so we can iron out the plan for this weekend
ham,Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
ham,K:)k..its good:)when are you going?
ham,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night"
ham,How long does it take to get it.
ham,"Don't worry, * is easy once have ingredients!"
ham,K..k:)how much does it cost?
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester"
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already …
ham,"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park."
ham,Forgot to tell ü smth.. Can ü like number the sections so that it's clearer..
ham,Ü collecting ur laptop then going to configure da settings izzit?
spam,"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18"
ham,Aah bless! How's your arm?
ham,Happy new year. Hope you are having a good semester
ham,"Jay wants to work out first, how's 4 sound?"
ham,"I didnt get ur full msg..sometext is missing, send it again"
ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
ham,Hmm...my uncle just informed me that he's paying the school directly. So pls buy food.
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery
ham,Not tonight mate. Catching up on some sleep. This is my new number by the way. 
ham,"sorry brah, just finished the last of my exams, what up"
ham,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
ham,How much is blackberry bold2 in nigeria.
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,I was gonna ask you lol but i think its at 7
ham,Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.
ham,Do you know when dad will be back?
spam,"U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime
ham,"Sorry, I'll call later"
ham,Yes. Last  practice
ham, what number do u live at? Is it 11?
spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,Dai  &lt;#&gt;  naal eruku.
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
spam,Ur balance is now £500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,I think i've fixed it can you send a test message?
ham,Yes I started to send requests to make it but pain came back so I'm back in bed. Double coins at the factory too. I gotta cash in all my nitros.
spam,Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
ham,I'm in office now da:)where are you?
ham,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!"
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.
spam,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm
spam,FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF
ham,He says hi and to get your ass back to south tampa (preferably at a kegger)
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.
ham,"Yeah, give me a call if you've got a minute"
ham,"U so lousy, run already come back then half dead... Hee..."
ham,K..give back my thanks.
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
ham,So u gonna get deus ex?
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
ham,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet."
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...
ham,"He will, you guys close?"
spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066
ham,Haha okay... Today weekend leh... 
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,I'm home. Ard wat time will u reach?
ham,Ok no prob
ham,I cant pick the phone right now. Pls send a message
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
ham,Oh :-)only 4 outside players allowed to play know
ham,Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
ham,Tomarrow final hearing on my laptop case so i cant.
ham,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x"
ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,"Looks like you found something to do other than smoke, great job!"
ham,Super msg da:)nalla timing.
ham,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.
ham,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?"
ham,Are you wet right now?
ham,Well done and ! luv ya all 
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Do you hide anythiing or keeping distance from me
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG""."
ham,"Come to mu, we're sorting out our narcotics situation"
ham,That is wondar full flim.
ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? 
ham,how are you? I miss you!
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £1500 Bonus Prize, call 09066364589"
ham,Omg it could snow here tonite!
ham,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance.."
ham,I know a few people I can hit up and fuck to the yes
ham,Where is it. Is there any opening for mca.
ham,Also are you bringing galileo or dobby
ham,I cant pick the phone right now. Pls send a message
spam,A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611 
ham,"Pity, * was in mood for that. So...any other suggestions?"
ham,Thinkin about someone is all good. No drugs for that
ham,Be sure to check your yahoo email. We sent photos yesterday
ham,U don't remember that old commercial?
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
spam,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?
ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
ham,An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-)
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...
ham,COME BACK TO TAMPA FFFFUUUUUUU
ham,Hi Princess! Thank you for the pics. You are very pretty. How are you?
ham,Yes princess! I want to make you happy...
ham,I though we shd go out n have some fun so bar in town or something – sound ok?
ham,I'm wif him now buying tix lar...
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
ham,"Sorry, I'll call later"
ham,So no messages. Had food?
ham,I walked an hour 2 c u! doesnt that show I care y wont u believe im serious?
ham,Lol yeah at this point I guess not
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"
ham,Dear i have reache room
ham,Anytime...
ham,But i haf enuff space got like 4 mb...
ham,aathi..where are you dear..
ham,Oh did you charge camera
ham,"Haha yeah I see that now, be there in a sec"
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget"
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,Hi. I'm always online on yahoo and would like to chat with you someday
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99
ham,K...k:)why cant you come here and search job:)
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,"Spoke with uncle john today. He strongly feels that you need to sacrifice to keep me here. He's going to call you. When he does, i beg you to just listen. Dont make any promises or make it clear things are not easy. And i need you to please let us work things out. As long as i keep expecting help, my creativity will be stifled so pls just keep him happy, no promises on your part."
spam,Had your mobile 11 months or more? U R entitled to Update to the latest colour mobiles with camera for Free! Call The Mobile Update Co FREE on 08002986030
ham,SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630
ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,I'm home. Doc gave me pain meds says everything is fine.
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,Which channel:-):-):):-).
ham,I've reached home n i bathe liao... U can call me now...
spam,YOU ARE CHOSEN TO RECEIVE A £350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,I went to ur hon lab but no one is there.
ham,"And how you will do that, princess? :)"
ham,Yes:)here tv is always available in work place..
ham,I wish u were here. I feel so alone
